id03643,1,1,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id01253,1,2,1,1,3,1,5,1,1,3,6,1,0,0,0,1
id02913,3,2,5,3,4,1,5,2,2,3,6,1,0,0,0,0
id00389,1,4,6,1,3,1,5,1,2,2,6,1,0,3,0,1
id04308,2,1,7,1,1,1,5,1,2,1,6,1,2,1,0,1
id03214,2,5,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id02357,2,4,7,4,4,1,5,2,2,2,6,1,3,1,0,0
id03254,2,2,7,4,3,1,5,2,2,3,6,1,1,4,0,1
id00418,2,2,0,1,3,1,5,1,2,3,6,1,0,0,0,1
id00325,1,4,6,1,2,1,5,1,2,2,6,1,0,3,0,0
id01920,2,2,4,1,6,1,5,1,2,2,6,1,0,0,0,0
id02552,1,5,1,1,3,1,5,1,2,2,6,1,0,0,0,0
id04769,1,4,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id04138,1,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id00425,1,3,8,1,3,1,5,1,1,1,6,1,0,0,0,1
id01394,2,5,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id00609,2,5,6,1,3,1,5,1,2,2,6,1,0,3,1,1
id00452,1,2,8,1,2,1,5,1,2,2,6,1,0,0,0,0
id02362,3,5,6,1,7,1,5,1,2,2,6,1,0,0,1,1
id04076,3,5,4,1,2,1,5,1,2,2,6,1,0,0,0,0
id02805,3,3,11,1,3,1,5,1,1,3,6,1,0,0,0,1
id00809,1,1,8,1,3,1,5,1,1,3,6,1,0,0,0,1
id03519,2,5,4,1,3,1,5,1,1,2,6,1,0,0,0,1
id03958,1,3,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id00613,2,2,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id00970,1,3,7,1,3,1,5,1,2,1,6,1,1,4,0,1
id02756,1,3,1,1,4,1,5,1,1,1,6,1,0,0,0,0
id02396,2,3,3,1,3,1,5,1,1,1,6,1,1,1,0,1
id03962,1,3,7,1,3,1,5,1,2,1,6,1,0,4,0,1
id04339,1,3,2,1,3,1,5,1,1,1,6,1,0,0,0,1
id04216,1,1,7,1,8,1,5,1,2,2,6,1,0,3,0,0
id02750,2,2,3,4,4,1,5,2,2,3,6,1,4,1,0,0
id01126,3,1,8,3,8,1,5,3,1,3,6,1,0,0,0,0
id00175,2,1,4,1,8,1,5,1,2,2,6,1,0,0,0,0
id01636,2,2,8,1,3,1,5,1,2,2,6,1,0,0,0,0
id04674,1,1,8,1,4,1,5,1,2,1,6,1,0,0,0,0
id03536,1,1,2,1,4,1,5,1,2,1,6,1,0,0,0,0
id02717,1,1,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id01615,1,2,4,1,3,1,5,1,1,2,6,1,0,0,0,1
id03022,1,1,3,1,4,1,5,1,2,1,6,1,1,1,0,0
id01891,2,3,1,1,3,1,5,1,2,2,6,1,0,0,0,0
id00651,2,4,1,4,3,1,5,2,2,3,6,1,0,0,1,1
id03944,1,3,1,1,4,1,5,1,2,3,6,1,0,0,0,0
id01812,1,3,1,1,4,2,5,1,1,3,6,1,0,0,0,0
id00244,1,3,12,1,6,1,5,1,2,2,6,1,0,2,0,1
id04482,1,2,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id04691,1,2,4,1,4,1,5,1,1,2,6,1,0,0,0,0
id04379,1,4,8,1,4,1,5,1,1,2,6,1,0,0,0,0
id00812,1,4,4,1,3,2,5,1,2,2,6,1,0,0,0,1
id01046,1,4,6,1,7,1,5,1,2,2,6,1,0,0,1,1
id02064,2,3,2,1,3,1,5,1,2,1,6,1,0,0,0,1
id04551,1,4,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id04924,3,1,0,3,3,1,5,3,2,3,6,1,0,0,0,1
id01034,1,4,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id03720,1,4,4,1,2,1,5,1,2,2,6,1,0,0,0,0
id03004,2,4,7,1,3,1,5,1,2,2,6,1,0,3,0,1
id00401,3,2,0,3,4,1,5,2,2,3,6,1,0,0,0,0
id04761,1,2,7,1,4,1,5,1,1,1,6,1,2,1,0,0
id01634,1,3,2,1,4,1,5,1,2,1,6,1,0,0,0,0
id04148,1,3,2,1,4,1,5,1,2,1,6,1,0,0,0,0
id00465,2,4,10,1,3,1,5,1,2,2,6,1,0,0,0,1
id02977,2,4,6,1,2,1,5,1,2,2,6,1,0,4,0,0
id02718,1,4,1,1,2,1,5,1,2,2,6,1,0,0,0,0
id00989,1,3,3,1,4,1,5,1,1,2,6,1,0,0,0,0
id04819,2,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id03770,2,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id02955,1,2,1,1,3,1,5,1,1,1,6,1,0,0,0,1
id01090,1,3,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id03275,1,3,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id00098,1,4,4,1,3,1,5,1,1,2,6,1,0,0,0,1
id03056,1,2,3,1,4,1,5,1,2,2,6,1,0,2,0,0
id02194,1,3,3,1,3,1,5,1,2,1,6,1,0,2,0,1
id02847,1,4,8,1,2,1,5,1,2,2,6,1,0,0,0,0
id03125,1,4,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id00755,1,3,3,1,4,1,5,1,2,1,6,1,1,1,0,0
id04283,1,3,0,1,3,1,5,1,2,3,6,1,0,0,0,1
id00378,2,4,7,1,4,1,5,1,2,2,6,1,0,3,0,0
id02236,1,2,11,1,2,1,5,1,2,1,6,1,0,0,0,0
id03394,1,2,9,1,3,1,5,1,2,2,6,1,2,4,0,1
id02262,1,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id02980,2,4,4,4,3,1,5,2,2,2,6,1,0,0,0,1
id01765,2,4,1,1,3,1,5,1,2,2,6,1,0,0,0,1
id02530,2,4,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id00223,3,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id02940,3,4,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id00061,2,5,4,4,3,1,5,2,1,2,6,1,0,0,0,1
id02544,2,4,4,4,3,1,5,2,2,2,6,1,0,0,0,1
id01261,2,5,6,1,3,1,5,1,2,2,6,1,0,0,1,1
id02683,2,1,2,1,3,1,5,1,2,1,6,1,0,0,1,1
id01969,1,1,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id04913,1,2,8,1,8,1,5,1,2,2,6,1,0,0,0,0
id02515,1,1,1,1,4,1,5,1,2,1,6,1,0,0,0,0
id02249,1,1,1,1,6,1,5,1,2,2,6,1,0,0,0,0
id04676,3,2,5,3,4,1,5,2,2,3,6,1,0,0,0,0
id03046,1,4,1,1,7,1,5,1,2,2,6,1,0,0,1,1
id04233,2,2,6,1,4,1,5,1,2,2,6,1,0,3,0,0
id03647,1,5,1,1,4,2,5,1,2,2,6,1,0,0,0,0
id04650,1,5,1,1,3,1,5,1,2,2,6,1,0,0,0,1
id03507,2,4,5,4,4,1,5,2,2,2,6,1,0,0,0,0
id02802,2,4,7,4,3,1,5,2,1,3,6,1,3,1,0,0
id02085,3,4,1,1,7,1,5,1,2,2,6,1,0,0,1,1
id03773,3,4,8,1,3,1,5,1,2,2,6,1,0,0,1,1
id03030,1,5,4,1,3,1,5,1,2,2,6,1,0,0,1,1
id00875,2,4,12,1,3,1,5,1,2,3,6,1,0,3,0,1
id03182,3,1,5,3,3,1,5,2,2,4,6,1,0,0,0,1
id00151,1,4,6,1,3,1,5,1,2,2,6,1,0,0,1,1
id00280,2,4,1,1,3,1,5,1,2,2,6,1,0,0,0,1
id02320,2,4,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id00752,3,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id00708,2,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id03169,2,2,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id02428,3,4,4,1,3,1,5,1,2,2,6,1,0,0,1,1
id04270,1,5,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id03557,1,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id04312,1,4,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id04570,1,4,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id03037,1,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id00065,1,4,6,1,3,1,5,1,2,2,6,1,0,3,0,1
id04716,2,4,6,1,7,1,5,1,2,2,6,1,0,0,1,1
id00943,2,1,1,4,4,1,5,2,2,2,6,1,0,0,0,0
id04027,1,4,1,1,4,1,5,1,1,2,6,1,0,0,0,0
id01178,1,4,8,1,1,1,5,1,1,2,6,1,0,0,0,1
id03228,3,3,7,3,3,1,5,3,2,3,6,1,0,3,0,0
id01212,1,1,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id01390,1,3,1,1,3,1,5,1,1,1,6,1,0,0,0,0
id03617,2,2,3,4,4,1,5,2,2,2,6,1,1,1,0,0
id01512,1,3,4,1,3,1,5,1,1,1,6,1,0,0,0,1
id02108,1,2,3,1,3,1,5,1,1,3,6,1,0,1,0,0
id03084,1,3,14,1,3,1,5,1,1,1,6,1,0,0,1,1
id03330,1,1,3,1,3,1,5,1,1,1,6,1,2,1,0,1
id04457,1,2,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id04856,1,3,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id04753,1,1,6,1,4,1,5,1,1,2,6,1,1,4,0,0
id01280,1,3,11,1,6,1,5,1,2,2,6,1,0,0,0,0
id02437,1,3,7,1,4,1,5,1,1,1,6,1,1,1,0,0
id04031,2,2,6,1,4,1,5,1,2,1,6,1,3,4,0,0
id03730,1,2,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id02329,1,4,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id01200,2,3,8,1,4,1,5,1,2,1,6,1,0,0,0,0
id02184,1,3,8,1,1,1,5,1,1,2,6,1,0,0,0,0
id02426,1,3,8,1,4,1,5,1,1,1,6,1,0,0,0,0
id04718,1,4,4,1,7,1,5,1,2,2,6,1,0,0,0,1
id02398,1,5,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id04301,2,2,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id01243,1,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id02792,1,1,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id01605,1,3,1,1,3,2,5,1,1,2,6,1,0,0,0,0
id04643,1,3,4,1,4,1,5,1,1,2,6,1,0,0,0,0
id04648,1,3,1,1,0,1,5,1,2,1,6,1,0,0,0,0
id00442,3,1,4,3,3,1,5,3,1,3,6,1,0,0,0,1
id00778,3,1,7,3,4,2,5,2,1,3,6,1,0,1,0,0
id01031,1,4,0,1,0,1,5,1,2,2,6,1,0,0,1,1
id02766,1,1,11,1,4,1,5,1,2,2,6,1,0,0,0,0
id03411,1,1,14,1,3,1,5,1,2,2,6,1,0,0,0,1
id04875,1,3,1,1,3,1,5,1,1,3,6,1,0,0,0,1
id01023,1,2,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id04932,1,3,1,1,2,1,5,1,2,1,6,1,0,0,0,0
id04246,1,4,3,1,4,1,5,1,2,2,6,1,1,4,0,0
id04549,1,3,11,1,4,2,5,1,1,1,6,1,0,0,0,0
id04420,1,3,1,1,1,1,5,1,2,2,6,1,0,0,1,1
id00519,1,4,6,1,4,1,5,1,2,2,6,1,2,4,0,0
id01353,1,3,3,1,4,1,5,1,2,2,6,1,0,1,0,0
id00999,3,2,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id02454,2,2,1,1,4,1,5,1,1,2,6,1,0,0,0,0
id04191,1,4,6,1,3,1,5,1,2,2,6,1,0,5,0,1
id03992,1,5,6,1,3,1,5,1,2,2,6,1,0,3,0,1
id02985,2,5,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id00695,2,5,4,1,3,1,5,1,2,2,6,1,0,0,1,1
id00294,1,1,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id00200,1,2,3,1,3,1,5,1,2,2,6,1,2,1,0,0
id00462,1,3,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id01265,1,2,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id01677,2,2,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id04060,2,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id01328,1,2,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id04197,1,1,4,1,4,1,5,1,1,2,6,1,0,0,0,0
id03535,2,4,6,1,4,1,5,1,2,2,6,1,0,3,0,0
id03463,2,3,4,1,3,1,5,1,2,1,6,1,0,0,0,1
id02720,2,2,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id01916,2,3,8,1,8,1,5,1,2,1,6,1,0,0,0,0
id00440,1,3,8,1,3,1,5,1,1,1,6,1,0,0,0,1
id03657,1,4,7,1,4,1,5,1,2,2,6,1,0,0,0,0
id01242,1,3,8,1,7,1,5,1,1,1,6,1,0,0,0,1
id04685,1,4,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id01122,1,1,11,1,4,1,5,1,1,3,6,1,0,0,0,0
id00080,1,2,4,1,4,1,5,1,1,2,6,1,0,0,0,1
id03441,1,2,4,1,4,1,5,1,1,3,6,1,0,0,0,0
id04299,3,3,1,1,3,1,5,1,1,1,6,1,0,0,1,1
id00428,1,2,1,1,3,1,5,1,2,2,6,1,0,0,0,1
id01601,3,1,10,3,3,1,5,3,1,3,6,1,0,0,0,1
id04277,2,4,6,1,4,1,5,1,2,2,6,1,2,4,0,0
id04757,3,1,4,3,4,1,5,3,1,3,6,1,0,0,0,0
id00929,3,3,7,3,3,1,5,3,1,3,6,1,2,4,0,1
id04746,1,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id01905,1,4,4,1,2,1,5,1,2,2,6,1,0,0,0,0
id04665,1,3,0,1,4,1,5,1,2,2,6,1,0,0,0,0
id03883,1,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id00530,3,2,4,3,3,1,5,3,1,3,6,1,0,0,0,1
id02724,1,4,4,1,2,1,5,1,2,2,6,1,0,0,0,0
id00004,1,4,4,1,3,1,5,1,2,2,6,1,0,0,0,1
id04588,1,1,7,1,3,1,5,1,1,1,6,1,1,4,1,1
id04359,1,4,0,1,0,1,5,1,1,2,6,1,0,0,0,0
id01734,3,5,8,1,3,2,5,1,2,2,6,1,0,0,1,1
id02148,3,2,8,1,6,1,5,1,2,2,6,1,0,0,1,0
id04750,3,5,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id02219,2,4,8,1,7,1,5,1,2,2,6,1,0,0,0,1
id00781,2,4,4,1,4,1,5,1,2,2,6,1,0,0,0,0
id04062,3,3,8,1,3,1,5,1,1,3,6,1,0,0,0,1
id04275,2,3,1,4,3,1,5,4,1,3,6,1,0,0,0,1
id03936,1,2,1,1,3,1,5,1,2,2,6,1,0,0,0,1
id02576,3,3,8,3,3,1,5,3,1,3,6,1,0,0,0,1
id03348,1,3,7,1,4,1,5,1,1,2,6,1,0,2,0,0
id02918,1,3,6,1,4,1,5,1,1,2,6,1,5,4,0,0
id03810,2,2,1,4,7,1,5,2,1,1,6,1,0,0,0,1
id01214,2,4,0,4,0,1,5,2,1,2,6,1,0,0,0,0
id04257,1,3,6,1,4,1,5,1,2,2,6,1,0,3,0,0
id03502,1,2,8,1,3,1,5,1,2,2,6,1,0,0,0,1
id04239,2,2,7,4,3,1,5,2,2,1,6,1,1,1,0,1
id03846,2,4,1,1,4,1,5,1,2,2,6,1,0,0,0,0
id04836,2,1,1,1,1,1,5,1,1,2,6,1,0,0,1,1
id03370,1,3,1,1,1,1,5,1,1,1,6,1,0,0,0,1
id02644,1,3,1,1,3,1,5,1,1,4,6,1,0,0,0,1
id04300,1,2,0,1,0,1,5,1,1,2,6,1,0,0,0,0
id03987,1,5,6,1,3,1,5,1,2,2,6,1,0,0,1,1
id02452,2,4,4,1,6,1,5,1,1,2,6,1,0,0,0,0
id03476,1,4,0,1,0,1,5,1,1,2,6,1,0,0,0,0
id02044,2,4,8,1,4,1,5,1,2,2,6,1,0,0,0,0
id04574,1,3,0,1,0,1,5,1,1,1,6,1,0,0,0,0
id03565,2,5,6,1,7,1,5,1,1,2,6,1,0,0,1,1
id04066,1,4,13,1,3,1,5,1,2,3,6,1,1,4,0,1
